battery_power,clock_speed,int_memory,m_dep,mobile_wt,n_cores,ram,talk_time,pixel_area,screen_area,total_camera_mp,blue,dual_sim,touch_screen,wifi,supports_3_4G,price_range
1793,1.8,12,0.5,169,6,3533,15,1539948,224,27,0,1,1,1,1,3
675,2.3,60,0.9,144,5,1735,13,145344,0,25,0,0,0,1,1,0
658,2.7,12,0.9,103,7,3587,20,2023000,154,3,1,0,0,0,1,3
1694,0.6,34,0.3,102,7,2298,2,206973,85,7,1,0,1,0,1,2
804,0.8,41,0.9,89,1,2027,11,579962,55,25,1,1,0,0,1,1
1713,2.5,27,0.9,127,7,2406,20,710046,130,4,0,1,0,1,1,2
706,0.5,31,0.1,108,3,2419,4,509334,56,32,0,0,0,1,1,1
1362,0.5,25,0.8,131,7,995,18,832265,42,12,0,0,1,1,0,0
1527,2.7,60,0.1,154,5,2078,11,587016,15,24,0,0,1,1,1,2
768,0.5,19,0.9,159,2,1145,7,631267,19,1,0,1,0,1,0,0
1314,2.9,41,0.1,155,4,626,4,65201,40,20,0,1,1,1,1,0
705,0.5,57,0.9,155,6,1509,18,1530636,165,14,1,0,1,1,1,1
1403,2.7,26,0.1,164,5,3371,9,576711,117,5,0,0,0,1,1,3
1486,2.6,52,0.1,85,4,297,15,2498210,13,22,0,0,1,0,0,0
781,1.1,38,0.4,198,5,3508,5,508896,104,9,0,0,0,1,0,3
986,1.5,23,0.8,183,8,2385,19,376800,144,4,1,0,0,0,1,1
1310,1.4,33,0.4,105,1,1301,19,818896,156,14,0,0,0,1,0,1
560,2.0,57,0.3,81,3,2167,7,106160,110,18,1,1,0,1,1,1
1348,1.3,43,0.4,116,5,3914,8,102204,30,6,0,0,0,1,1,3
1567,0.5,22,0.5,119,6,2312,18,883445,9,9,0,1,0,0,1,2
1940,0.9,17,0.7,93,5,2297,8,96096,84,11,1,1,1,0,0,2
1979,2.9,19,1.0,176,3,411,2,2039092,16,9,1,1,1,1,1,0
561,2.1,2,0.1,193,3,665,4,1365170,0,20,1,1,1,0,1,0
1717,1.3,62,0.7,130,1,3226,5,493290,24,4,1,0,1,0,0,3
535,1.5,48,0.7,113,1,740,18,235190,110,5,0,0,1,0,1,0
1413,0.5,39,0.1,185,5,3878,4,1369402,304,16,0,1,0,0,1,3
1358,2.5,20,0.6,135,7,3406,11,2457675,5,0,0,1,0,1,0,3
1519,2.9,30,0.7,112,7,2440,10,1909644,45,10,0,0,1,1,1,2
1254,1.2,50,0.7,108,5,3959,17,468006,40,8,0,1,1,0,1,3
1591,2.2,49,0.4,154,6,3703,20,2606072,102,10,1,0,1,0,1,3
977,2.8,35,0.6,165,2,3714,10,2796724,57,17,1,1,1,1,0,3
1640,0.7,21,0.8,169,7,337,5,766289,48,24,1,0,1,0,1,0
663,0.8,25,0.6,183,2,3176,2,131610,12,1,0,1,0,1,1,2
1744,1.0,20,0.5,112,8,1205,14,48824,126,4,1,0,0,0,1,1
1624,1.6,28,0.4,150,2,2473,2,481611,176,18,0,1,0,0,1,2
1108,1.3,2,0.3,169,7,1229,4,362336,15,34,1,1,1,0,1,0
1188,1.4,9,0.6,114,2,2896,16,2086162,132,0,1,1,0,1,1,3
817,1.3,11,0.5,144,3,2039,19,553052,66,11,0,0,1,0,0,1
863,1.6,6,0.7,133,4,520,18,1289883,20,18,0,1,0,1,1,0
1397,2.4,3,0.2,121,3,1378,4,717914,270,20,0,1,1,1,1,1
1108,1.0,49,0.7,140,5,3254,16,2162468,0,15,0,0,0,0,1,3
1068,2.0,37,0.9,184,7,1803,7,371628,20,14,0,1,0,0,1,1
1702,2.3,52,0.5,145,2,2501,4,2082927,192,27,1,0,0,0,1,3
808,0.5,8,0.1,192,4,3762,12,1168638,135,1,0,1,0,1,1,3
1156,0.5,61,0.1,89,7,1796,13,1532068,96,15,0,0,1,1,0,1
1271,0.5,54,0.1,159,8,990,6,398450,154,5,0,1,1,1,0,0
696,0.5,51,0.3,197,3,2630,9,588643,144,14,0,0,0,1,0,1
1981,1.9,45,0.3,175,6,1380,13,238162,10,31,1,1,1,0,0,1
614,1.7,58,0.2,128,7,3487,11,11418,90,2,0,1,1,1,1,2
1590,0.6,7,0.3,122,3,1201,18,2335080,36,17,0,1,1,1,1,1
1945,1.6,21,0.7,113,3,3015,15,250600,6,14,0,0,0,0,0,3
1135,2.8,43,0.4,158,1,3204,6,1096410,234,20,1,1,0,0,1,3
1049,0.6,2,0.3,172,6,433,6,60996,70,18,0,1,0,0,1,0
1807,2.1,49,0.8,125,1,1906,13,466408,221,12,1,0,1,1,0,2
984,0.5,42,0.8,98,7,898,13,1668996,128,30,1,0,1,0,1,0
720,1.4,61,0.6,96,7,2799,15,2334351,15,8,1,1,0,1,1,3
1536,0.8,13,0.3,105,7,2020,16,35948,0,32,0,0,1,0,1,2
771,0.5,25,1.0,86,4,770,20,301494,12,9,1,0,1,0,0,0
503,2.5,57,0.6,185,6,305,16,1004398,88,14,0,0,0,1,0,0
675,2.4,42,0.6,187,7,2953,13,421268,45,3,0,0,1,0,1,2
1936,1.9,34,0.2,182,7,1671,9,643599,6,27,1,1,0,1,1,1
1303,1.0,15,0.1,138,3,2574,14,367316,48,10,0,1,1,1,1,2
1004,2.9,35,0.2,141,6,3772,18,1046962,136,9,1,1,1,1,0,3
1972,1.2,37,0.7,102,2,2870,17,1178320,0,1,0,1,0,0,0,3
1822,1.2,8,0.2,195,6,2577,8,156520,45,0,0,0,1,0,1,2
1159,2.8,18,0.5,83,1,2246,3,492363,8,12,1,0,1,0,1,1
1782,2.8,58,0.8,157,1,2405,16,866133,0,19,1,1,0,1,1,2
894,2.1,16,0.7,168,8,3377,6,371800,5,36,0,1,1,1,1,2
1884,2.1,43,0.8,185,1,3619,7,369369,112,25,0,1,1,1,1,3
1648,0.5,17,0.9,142,2,1184,2,1385322,12,4,1,0,0,1,1,1
798,2.4,4,0.2,96,3,2965,14,338218,105,14,0,0,1,0,1,2
802,2.4,45,0.8,157,3,3713,8,2121267,24,10,1,1,0,0,0,3
1276,2.9,53,0.3,130,2,3798,8,159495,190,5,1,1,1,1,1,3
1331,1.6,16,0.5,165,2,1026,20,1359634,65,7,1,0,0,1,1,1
1620,2.6,5,0.9,186,6,1086,13,581126,252,24,0,1,0,0,1,1
1996,2.5,51,0.4,122,4,2236,12,969595,56,14,0,0,0,1,1,2
1092,2.7,45,0.8,185,1,1303,20,1999296,36,18,0,1,1,1,0,1
1018,0.7,63,0.1,155,5,3048,2,755848,30,25,1,1,0,1,0,2
545,0.5,11,0.3,131,3,616,19,553212,90,1,0,0,1,1,1,0
554,1.3,12,0.1,105,6,3764,4,68510,70,10,1,0,1,1,0,2
1264,2.9,34,0.2,171,3,419,3,477138,28,5,0,1,1,1,1,0
1030,1.6,58,0.2,138,6,2858,18,2013132,12,23,0,1,1,1,1,3
1432,1.7,39,0.3,164,4,504,10,197923,56,24,1,1,1,0,1,0
558,2.8,49,0.8,142,5,392,8,1600185,50,5,1,0,1,1,1,0
829,0.5,56,0.6,129,7,820,11,174356,72,1,0,0,0,1,1,0
1741,1.8,14,0.7,143,8,3387,3,1383350,33,0,1,0,0,0,1,3
1849,2.3,15,0.4,144,5,3447,19,680538,154,26,1,0,0,1,1,3
733,2.1,7,0.2,174,7,1403,2,627005,120,15,0,0,1,0,1,0
1872,0.9,16,0.5,80,2,2295,16,424424,165,2,1,1,0,1,0,2
1853,0.5,27,0.3,197,6,1973,8,989925,20,14,0,1,0,1,1,2
1149,2.2,30,0.2,106,6,3755,8,2708475,238,9,1,0,0,0,1,3
891,0.5,25,0.3,196,2,2073,10,646500,7,28,0,1,0,1,1,1
1911,2.0,64,0.6,163,8,3872,11,3514610,72,15,1,0,1,0,1,3
550,0.5,23,0.1,145,2,302,8,937980,90,33,1,0,0,0,1,0
576,0.8,27,0.1,121,2,1519,8,1149126,108,4,0,0,0,1,1,1
1760,1.9,50,0.8,198,1,2549,4,465192,80,3,0,0,1,0,1,2
969,2.4,45,0.3,124,7,404,19,289199,90,0,0,0,0,1,1,0
1160,1.1,63,0.7,166,3,595,15,654558,72,3,0,0,0,1,1,0
827,1.1,18,0.9,160,2,1663,17,367808,0,18,0,1,1,1,1,0
1786,0.5,58,0.7,161,7,2764,7,386001,27,19,0,0,1,1,1,3
774,0.6,8,0.4,136,1,2614,14,3194745,0,6,1,1,1,1,1,2
819,2.5,11,0.2,83,8,1094,15,360036,50,1,1,1,0,0,1,0
1042,2.2,11,0.6,139,5,2826,2,69224,0,31,0,0,0,0,1,2
1368,3.0,50,0.2,97,7,2496,5,578642,78,28,0,1,1,1,0,2
1592,2.1,50,0.1,181,2,2103,7,266220,152,23,0,0,0,0,1,1
1067,1.8,14,0.2,146,1,966,13,973685,0,26,0,1,0,1,0,0
1892,0.7,47,0.4,110,4,2172,3,2188036,238,15,1,0,1,1,1,2
915,1.1,56,0.6,187,8,905,12,770336,190,23,0,0,1,0,0,0
774,2.8,55,0.9,124,3,3916,12,7168,8,25,1,0,1,0,1,3
1848,1.4,42,0.7,179,2,3902,3,93170,99,12,1,1,0,1,1,3
1501,1.1,2,0.2,187,1,2487,16,209088,156,27,0,0,1,1,1,2
1614,1.9,55,0.3,188,3,3914,13,1143800,221,25,0,0,0,0,1,3
911,2.9,46,0.1,181,5,363,17,308870,45,1,1,0,1,0,0,0
1520,0.5,24,0.7,199,5,3233,4,208081,39,9,0,0,0,1,1,3
1647,1.4,38,0.3,102,6,2532,15,228705,224,18,0,1,0,1,1,2
1347,0.9,53,0.8,108,6,3836,14,968688,45,23,0,1,0,1,1,3
967,1.6,25,0.6,92,8,3076,18,399006,28,13,1,0,1,1,0,2
1442,2.2,56,0.7,145,5,1513,7,2712168,88,3,0,0,1,0,1,2
1204,2.6,10,0.3,199,7,1724,19,711360,22,3,1,0,0,0,1,1
1320,2.1,41,0.6,144,7,542,14,151167,11,2,0,1,1,0,1,0
1800,0.7,8,0.4,100,7,3481,8,329200,80,8,1,0,0,1,1,3
1567,2.1,22,0.8,153,3,3991,10,251940,30,22,0,1,0,0,1,3
1439,0.9,20,0.8,147,1,1790,15,583432,228,29,0,0,0,1,1,1
1422,1.0,3,0.1,112,1,509,3,926,19,32,0,0,1,1,1,0
1591,2.2,52,1.0,161,3,282,14,899268,90,20,1,1,1,1,1,0
880,1.7,6,0.6,198,4,3006,3,417120,24,21,0,0,0,0,1,2
1929,0.5,19,1.0,163,6,1913,6,366799,84,2,1,1,1,0,1,1
1642,1.6,5,0.4,102,5,1333,2,3184854,0,2,1,1,0,1,0,2
1511,2.5,21,0.2,114,3,3746,5,2883810,0,21,0,1,0,0,1,3
1312,1.3,10,0.6,163,2,3941,13,84835,12,14,0,0,1,1,1,3
1852,1.4,10,0.7,196,1,3970,11,674540,13,22,0,0,0,1,1,3
972,1.3,44,0.7,82,7,3925,7,174933,42,18,1,0,1,0,0,3
691,2.7,33,0.9,108,4,424,15,914862,15,12,1,1,1,1,1,0
807,0.5,8,0.3,158,5,1284,2,464899,221,29,0,0,1,1,0,0
1113,0.6,25,0.3,145,1,277,12,1373664,22,10,0,1,0,1,1,0
721,1.3,16,0.9,125,1,1713,4,759696,30,28,1,1,1,1,0,1
1188,1.5,54,0.3,198,6,485,7,1689350,84,2,1,1,1,0,0,0
1512,0.5,52,0.1,131,1,3002,7,317016,30,15,1,0,0,1,0,2
805,0.7,64,0.1,97,4,418,17,451264,66,14,1,0,1,1,0,0
918,0.9,8,0.1,123,7,1652,14,438163,68,6,0,1,1,0,1,1
1320,0.5,48,0.2,168,5,2893,9,163049,40,23,0,1,0,1,0,2
1236,0.9,57,0.1,188,1,1406,20,418253,168,16,0,1,0,1,1,0
1387,0.5,61,0.5,98,3,629,11,903535,15,0,0,0,1,0,1,0
1883,2.7,30,0.5,95,2,3724,20,420021,240,16,1,1,1,1,1,3
839,2.0,14,0.4,175,7,3835,11,784524,120,3,0,1,0,0,1,3
1593,1.0,52,0.7,130,8,1354,13,1016696,195,0,1,0,1,1,1,1
1722,1.0,25,0.8,88,6,2376,19,1931202,5,26,1,0,0,1,0,3
1954,0.6,7,0.9,126,3,3438,13,464370,204,17,0,1,0,0,1,3
1788,0.5,2,0.3,150,6,2655,4,506456,24,35,1,1,0,1,1,2
1628,0.5,33,0.9,101,6,3361,13,264916,160,13,0,0,0,0,1,3
1965,0.5,4,1.0,84,7,3535,16,1621820,0,15,0,0,1,1,1,3
833,2.2,27,0.9,124,1,2150,7,500805,45,10,1,0,1,1,0,1
571,0.6,43,0.5,141,3,2587,18,175392,35,9,0,0,0,0,1,1
1808,0.5,31,0.5,92,2,2736,8,862512,9,17,1,1,0,1,0,3
1860,0.5,55,0.7,83,6,676,4,155805,0,5,0,1,0,1,1,0
1368,1.6,9,0.1,115,7,2941,17,965235,156,11,1,1,1,0,0,3
1161,1.3,21,0.6,126,8,3336,14,360052,24,12,0,1,0,1,1,3
1224,1.6,33,1.0,157,1,3796,13,293886,50,27,1,0,1,0,1,3
902,0.6,63,0.7,122,5,3654,15,495040,144,14,1,1,1,1,0,3
787,0.5,11,0.6,93,1,2934,14,1146938,48,31,1,0,0,1,1,2
854,0.5,30,0.5,125,8,2889,11,596736,10,7,0,0,0,1,0,2
1184,1.5,48,0.6,191,1,3315,14,818463,119,7,0,1,1,1,1,3
1973,1.6,39,0.8,152,4,1993,5,935352,0,11,0,1,0,0,1,2
510,1.7,35,0.8,120,3,2509,11,469096,34,9,0,1,1,1,0,1
966,2.0,34,0.5,118,2,3534,11,325922,306,18,0,0,1,1,1,3
1438,1.8,16,0.6,169,8,2246,15,744753,154,10,1,0,0,0,0,2
1986,0.5,51,0.4,95,3,3165,13,264708,0,16,0,0,0,0,1,3
1907,2.0,55,0.9,105,7,286,17,1078769,56,28,0,0,0,1,1,0
1489,2.4,32,0.6,200,1,776,8,139664,42,24,0,1,0,0,0,0
1843,1.8,16,0.7,134,6,3213,15,68440,210,31,1,1,1,0,1,3
825,1.5,38,0.4,94,3,716,14,422820,44,29,1,0,1,0,0,0
1286,2.3,16,0.1,98,2,424,4,11916,50,28,1,0,1,0,1,0
840,0.6,63,0.8,137,7,3486,18,1066947,96,19,0,0,1,0,1,3
757,2.3,58,0.2,163,4,3237,9,372895,228,12,0,1,0,1,1,2
814,1.1,41,0.8,177,2,1944,12,1535352,96,12,1,1,0,0,1,1
1195,1.1,8,0.9,80,6,643,19,327327,28,8,1,1,0,0,1,0
767,0.8,10,0.5,107,4,2317,12,1031415,0,19,0,0,1,1,1,2
1068,1.3,52,0.1,97,8,1436,15,1491000,16,13,0,0,0,0,1,1
994,2.8,56,0.5,173,3,3190,20,260230,10,3,1,1,1,1,1,2
1550,2.5,21,0.8,133,2,2338,15,222976,16,17,1,0,1,0,0,2
1878,0.5,29,0.6,85,8,1334,2,215460,126,28,1,0,0,0,0,1
623,2.0,6,0.1,127,3,3657,19,96768,51,6,0,0,1,0,1,2
1829,0.5,15,0.4,160,5,2080,12,923643,176,7,1,0,0,1,1,2
525,2.4,35,0.8,190,7,1609,3,54940,176,31,0,1,0,0,0,0
1065,0.5,14,0.7,89,2,3078,18,174464,10,2,1,0,0,1,1,2
1425,1.2,35,0.7,127,8,590,6,284550,26,23,0,0,1,1,1,0
1296,1.4,11,0.2,129,7,2552,10,1688804,152,7,0,1,1,1,1,2
642,2.8,34,0.8,197,2,3355,13,334641,60,18,0,0,0,0,0,2
1664,2.9,15,0.5,177,7,1968,9,2272362,84,28,1,1,0,0,1,2
1498,0.7,8,0.1,170,7,3358,19,373372,21,7,1,0,0,0,1,3
981,1.9,2,0.1,136,3,1539,19,51600,228,7,1,1,0,0,0,0
1236,2.8,32,0.3,143,4,942,14,690276,192,24,1,0,1,1,1,0
1673,2.8,9,0.1,187,3,3669,10,47710,9,17,0,1,0,1,1,3
712,1.6,9,0.8,172,2,3612,4,1087154,65,20,1,0,0,0,1,3
569,0.5,4,0.8,170,3,2351,10,406809,56,29,1,1,1,0,1,1
603,0.7,64,0.2,156,6,604,8,3625056,40,0,1,1,1,1,1,0
1332,0.8,11,0.5,187,2,1285,9,883070,0,6,0,1,1,0,1,1
1413,0.6,13,0.1,128,1,515,18,1959363,0,0,0,0,1,0,1,0
1064,2.9,34,0.2,184,6,654,6,1843575,208,14,0,1,0,0,1,0
1444,0.6,48,0.5,82,5,2540,15,1696968,34,19,0,0,1,1,1,3
1366,1.7,53,0.2,161,5,3869,14,1213772,85,14,1,1,0,1,1,3
906,2.1,18,0.1,136,2,3412,16,1975886,104,18,0,1,0,0,1,3
1554,2.7,47,0.7,185,5,509,19,436073,36,15,0,1,0,0,1,0
1187,2.3,21,0.2,122,6,2547,5,241875,30,6,0,0,1,0,1,2
1156,2.7,30,0.9,173,3,2735,13,1807785,240,17,1,1,0,1,1,2
1918,2.8,22,0.3,139,1,1369,6,458343,54,6,0,0,1,1,0,1
841,0.5,39,0.1,199,6,2942,16,452088,55,21,1,1,1,1,0,2
730,1.3,6,0.9,167,7,2812,17,1265880,10,16,1,1,0,0,0,2
878,1.3,31,0.5,153,4,3497,11,355350,63,31,1,0,1,0,1,2
1059,0.5,50,0.7,182,8,619,18,801855,15,1,0,1,1,1,0,0
1578,2.9,3,0.9,200,1,3483,16,229140,68,28,0,0,0,0,1,3
1829,1.7,36,0.8,112,5,1475,7,163833,44,1,0,0,0,0,0,1
1132,1.0,8,0.1,157,1,1950,6,1410663,22,4,0,0,1,1,0,1
1652,0.6,40,1.0,198,7,3592,6,381568,42,10,0,1,0,0,1,3
912,0.5,58,0.3,107,5,3573,20,284295,51,1,0,1,1,0,1,3
1181,2.3,61,0.6,116,2,2020,18,319935,0,28,0,0,1,0,1,1
1497,0.7,32,0.7,92,3,1329,7,3711360,6,14,1,0,1,0,1,2
1790,2.3,49,0.5,100,3,3568,18,784080,12,14,1,1,0,1,1,3
1742,1.6,49,0.8,100,1,1947,6,1665846,20,12,1,0,0,1,1,2
1549,0.5,8,0.4,158,5,1998,15,1091594,84,11,1,0,1,0,1,2
1372,2.7,34,0.4,193,4,725,20,643719,33,24,1,0,0,0,1,0
1112,0.5,12,0.9,190,4,3302,20,869463,0,6,0,0,1,1,1,3
1005,0.5,46,0.4,133,8,3884,20,273856,0,17,0,0,1,1,0,3
783,1.7,27,0.3,150,6,1185,6,578454,60,20,1,1,1,1,1,0
1698,2.5,26,0.4,105,2,1656,17,882215,15,28,0,0,0,1,1,2
899,2.7,53,0.3,192,4,2870,10,1049958,304,14,1,0,0,1,1,2
1062,1.5,45,0.2,151,3,911,9,1145130,28,7,0,0,0,0,0,0
989,2.0,17,0.2,166,3,3892,19,356864,126,23,1,0,1,0,1,3
1983,1.2,27,0.6,125,1,3897,10,442890,120,17,1,1,1,1,1,3
1800,3.0,53,0.3,87,1,656,18,211628,140,17,1,0,0,1,0,0
1254,1.7,45,0.4,146,3,606,2,3072876,14,3,0,0,1,1,1,1
868,1.7,30,0.8,83,4,1653,17,283176,77,0,0,0,0,0,1,1
1205,0.5,12,0.6,175,4,860,14,351822,14,9,0,1,0,1,1,0
1284,2.8,10,0.9,155,2,2197,9,82560,32,14,1,1,1,1,0,1
626,0.7,23,0.5,187,2,3458,11,120060,35,11,0,1,0,1,1,2
1763,2.9,53,0.2,101,4,2066,17,111228,108,21,0,1,1,1,1,1
694,1.8,36,0.4,193,4,3676,5,1209090,96,35,1,1,0,1,1,3
1265,0.6,49,0.5,90,1,1518,8,188925,176,9,0,1,0,1,1,1
816,0.5,14,0.9,198,3,1018,15,83142,170,17,1,0,0,0,1,0
904,1.8,35,0.4,168,3,1360,11,21294,180,7,0,0,0,0,1,0
979,0.5,5,0.5,164,7,3449,14,1324310,10,2,0,1,0,0,1,3
1531,2.0,60,0.4,162,6,2524,7,478125,143,1,0,0,0,0,1,2
934,2.0,30,0.7,182,8,703,7,619990,80,17,0,1,0,1,0,0
1624,2.6,58,1.0,200,3,1251,18,2668320,52,11,1,1,1,1,0,1
874,1.3,8,0.5,185,1,582,15,551616,24,25,0,0,0,0,0,0
1027,2.2,63,0.8,102,5,1732,13,108528,40,4,1,0,1,1,0,1
1966,0.8,48,0.2,144,1,1252,19,2450466,24,31,0,1,1,1,1,2
1048,1.5,29,1.0,182,1,2146,2,48430,110,6,1,0,0,0,1,1
1496,1.9,38,0.1,126,4,1927,6,253506,68,27,1,1,0,1,0,1
959,1.7,13,0.4,155,4,3328,10,64032,90,31,1,0,1,1,1,2
1349,2.2,55,0.1,105,7,2462,17,660312,105,12,1,1,0,1,1,2
1689,2.4,13,0.9,168,2,1172,17,351154,132,9,1,1,1,1,1,0
1558,2.4,27,0.1,146,1,3598,12,169080,18,1,1,0,0,1,1,3
582,0.5,27,0.2,168,3,2437,2,1398700,38,13,0,1,1,1,1,2
1485,2.8,44,0.1,138,4,3271,8,263934,168,17,0,0,1,0,1,3
1991,1.8,9,0.7,94,3,1511,9,1034127,136,23,1,0,0,0,0,1
553,0.5,23,0.5,119,3,2981,14,1506381,21,5,0,1,0,0,1,2
1231,0.7,7,0.9,113,1,3119,15,71509,36,9,0,1,1,0,1,3
805,0.8,34,0.6,88,6,3647,9,1940956,198,3,0,0,0,1,1,3
764,1.2,13,1.0,152,8,3148,6,184471,126,3,1,1,1,0,1,2
894,0.9,54,0.2,130,3,2829,13,56264,55,20,0,0,0,1,1,2
1589,2.6,46,0.4,84,3,2373,20,580920,99,25,0,0,1,0,1,2
1456,1.6,39,0.1,80,8,3998,13,1357790,18,19,0,1,1,0,1,3
743,0.5,33,0.3,95,2,316,4,2632833,190,1,0,1,0,0,1,0
1061,2.1,52,0.1,109,7,999,9,183540,192,7,1,0,1,0,1,0
1428,1.6,7,0.1,153,4,1808,13,574072,96,2,1,0,1,0,0,1
674,2.8,8,0.2,93,3,589,4,579000,108,0,1,1,1,0,1,0
832,1.1,46,0.3,93,6,3317,19,1120120,0,0,0,0,1,0,1,3
1625,0.5,50,0.1,107,8,670,8,9752,48,19,1,1,0,0,1,0
907,1.4,42,0.2,151,1,584,6,86697,99,19,0,1,0,0,1,0
1631,0.5,13,0.5,166,2,2173,8,1665600,36,18,0,0,1,0,1,2
1584,1.3,41,0.6,135,4,1561,17,206560,50,21,1,0,0,1,0,1
1382,0.5,13,0.3,199,2,2073,9,440028,112,25,1,0,0,1,1,1
633,1.4,46,0.7,102,6,1401,11,1357735,266,10,1,0,1,0,1,1
1444,2.1,38,0.4,104,7,3764,10,572208,126,25,1,0,0,0,0,3
852,1.6,54,0.4,147,5,1275,12,392740,91,13,1,1,0,1,1,0
922,0.7,47,1.0,157,8,1464,12,2341360,68,14,1,0,0,1,1,1
1745,1.5,57,0.1,159,3,2885,5,2220912,143,20,0,1,1,1,1,3
862,2.3,6,0.1,107,8,3458,9,1638933,36,23,0,0,1,1,1,3
1754,2.1,52,1.0,101,4,3019,19,288948,66,4,1,1,0,1,1,3
1008,2.5,36,1.0,109,1,1083,6,1626900,24,17,0,0,0,0,0,1
1569,0.5,33,0.2,147,1,3538,15,482670,18,16,0,1,0,1,1,3
1596,2.9,7,0.7,149,2,2493,13,201110,168,16,0,1,1,1,1,2
1807,0.5,61,0.1,134,6,3726,15,3412512,40,8,1,1,0,0,1,3
1660,2.8,7,0.8,184,1,1531,7,88540,0,10,0,1,0,0,0,1
1861,0.9,55,0.5,148,7,601,4,3187146,35,12,1,0,0,0,1,1
648,1.9,8,1.0,91,5,2991,4,1635543,56,23,0,1,0,1,0,2
1379,0.5,19,0.3,134,8,3912,19,259677,22,18,0,1,1,1,0,3
1910,1.7,34,0.6,115,2,309,10,1264740,32,0,1,0,0,1,0,0
1807,2.0,13,0.5,155,8,323,3,944780,27,0,0,1,1,1,1,0
1923,0.5,46,0.5,191,1,1489,3,1349153,90,17,0,1,1,1,1,1
1345,3.0,38,0.1,162,3,1322,15,750080,18,18,1,0,0,0,1,1
904,1.6,14,0.2,102,8,1846,3,42560,0,14,0,1,0,1,1,1
1239,1.2,52,0.9,122,2,417,6,389990,0,15,0,1,0,1,1,0
1330,0.9,52,0.8,84,4,3269,8,602448,114,18,0,0,1,0,1,3
516,0.7,30,0.9,138,1,3731,15,87948,221,13,1,1,0,0,0,2
672,0.5,54,0.9,95,4,667,14,660654,136,11,1,1,0,0,0,0
892,0.5,47,0.4,94,1,1241,9,1167210,36,18,1,0,0,1,1,1
1778,0.5,23,0.5,101,6,3941,13,1485460,114,11,0,0,0,0,1,3
1130,2.5,58,0.1,132,5,1018,16,110968,17,18,1,0,0,0,1,0
1359,0.6,59,0.3,86,2,3142,17,3218184,57,10,0,0,1,1,0,3
1866,2.5,47,0.8,89,5,1444,20,637956,28,12,1,1,0,0,1,1
1597,2.3,34,0.4,89,1,934,9,106688,160,25,0,0,1,0,0,0
1046,2.8,58,0.2,100,8,3863,9,269360,204,0,1,1,1,1,1,3
1035,0.6,44,0.5,99,3,3506,12,462560,70,5,0,1,1,0,1,3
1175,1.3,19,0.3,164,7,1944,9,1216962,36,11,1,0,1,0,1,1
1261,0.5,11,0.2,90,4,348,14,1365078,126,0,1,1,0,1,1,0
1068,0.7,51,0.5,124,4,550,6,2683550,96,24,0,1,1,0,1,0
1713,3.0,20,0.9,104,7,971,10,210930,110,22,0,1,0,0,1,0
1688,2.5,21,0.2,170,7,3984,8,561600,238,0,0,0,1,1,1,3
1413,0.5,45,0.4,104,5,2973,15,3886306,136,10,1,1,0,1,1,3
559,0.5,11,0.4,82,5,2019,16,445243,40,24,1,0,1,1,1,1
1483,2.6,19,0.6,146,7,1587,19,560272,36,32,1,1,0,0,0,1
860,1.6,48,0.5,187,7,1870,18,490105,34,31,1,1,0,0,1,1
1090,1.3,27,0.1,91,4,1352,11,3128580,5,21,0,1,1,0,0,1
686,0.5,3,0.3,91,6,570,19,1543728,42,26,1,0,1,0,0,0
818,1.3,43,0.9,177,6,546,7,56610,72,29,0,0,1,1,1,0
1456,1.6,49,0.2,193,3,3624,16,1833695,132,25,0,1,1,0,1,3
774,0.5,10,0.5,188,2,2944,2,2561880,48,11,0,1,1,1,1,2
1068,0.5,19,0.9,197,8,1209,12,281750,228,9,0,1,1,0,1,0
1373,1.9,29,0.9,141,6,2752,7,1644560,30,13,1,1,1,1,1,3
1777,3.0,20,0.6,188,6,3868,7,314776,5,8,1,0,1,1,0,3
594,0.8,28,0.1,132,5,3087,4,1276893,64,5,0,0,1,1,1,2
1524,2.6,57,0.5,124,2,947,16,399415,44,17,0,1,1,1,0,0
511,0.6,50,0.1,175,3,1484,8,87080,63,28,1,1,0,0,1,0
1402,0.6,46,0.3,87,7,347,12,1910127,0,15,1,1,0,1,1,0
965,0.5,53,1.0,131,8,3227,8,193941,72,34,1,0,0,0,1,2
1270,2.3,58,0.5,104,5,3299,16,2594592,52,1,1,0,0,1,0,3
919,0.5,13,0.3,159,1,1028,17,156750,32,26,0,1,0,0,1,0
1963,1.0,34,0.1,157,2,714,2,2059568,36,33,1,0,0,1,1,1
1977,1.3,31,0.4,173,8,2641,7,1552620,16,8,0,1,0,0,0,3
1881,2.2,51,0.3,158,5,1229,14,740781,0,11,0,0,0,0,1,1
683,0.7,19,0.9,173,4,2622,5,1893690,48,22,0,0,0,1,0,2
772,2.6,6,0.1,100,2,929,18,1090011,78,17,0,1,1,1,0,0
536,1.4,53,0.7,135,3,1211,7,385635,150,0,1,0,0,1,1,0
1694,1.8,53,1.0,186,6,1653,6,1442352,35,0,0,0,0,0,1,2
1633,1.7,33,0.9,111,2,511,7,132276,0,22,0,1,1,0,1,0
1371,0.5,52,0.5,167,4,3034,8,312273,78,23,0,0,0,0,0,2
551,2.8,54,0.1,172,7,1414,19,323804,6,15,1,0,0,1,1,0
1221,0.5,28,0.5,139,1,2438,10,3744520,143,8,0,0,1,1,1,3
1000,0.5,63,0.7,179,8,3744,7,2706657,11,30,1,0,0,1,0,3
